================================================================================
  P50-CriticalImportScan v2.0.0
  Audit Standard : ISO/IEC 25010 | SOC 2 Type II | ISAE 3402
  Scan ID        : C806E108
  Timestamp (UTC): 2026-06-29T04:38:04.364465Z
  Host           : DESKTOP-6EKENHE
  Python         : 3.11.9
  Platform       : Windows-10-10.0.26200-SP0
  Git Commit     : fc6b401 (master)
  Project Root   : E:\full_erp_accounting_engine
================================================================================

── RINGKASAN ──────────────────────────────────────────────────────────────────
  Total Modul    : 1069
  Berhasil       : 1069
  Gagal          : 0
  Warning        : 0
  Durasi         : 38.34 detik
  Pass Rate      : 100.0%
  Status         : ✅ LULUS
  Exit Code      : 0

── RINGKASAN PER LAYER ─────────────────────────────────────────────────────────
  ✅ Core Domain                     311/311 (100.0%)
  ✅ Port Interface                  57/57 (100.0%)
  ✅ Application Service             252/252 (100.0%)
  ✅ Infrastructure                  425/425 (100.0%)
  ✅ Composition Root                24/24 (100.0%)

── DETAIL SEMUA MODUL ──────────────────────────────────────────────────────────
    No  Status    Layer                   Label                                              ms
   113  ✅ OK      Core Domain             domain/intent/risk_assessor                       0.2
   114  ✅ OK      Core Domain             domain/intent/void_processor                      0.2
   115  ✅ OK      Core Domain             domain/inventory/aggregate_root                  40.3
   116  ✅ OK      Core Domain             domain/inventory/domain_events                    0.5
   117  ✅ OK      Core Domain             domain/inventory/fifo_layer_entity                0.5
   118  ✅ OK      Core Domain             domain/inventory/inter_warehouse_transfer_entity     0.6
   119  ✅ OK      Core Domain             domain/inventory/invariants                       0.4
   120  ✅ OK      Core Domain             domain/inventory/item_entity                      0.5
   121  ✅ OK      Core Domain             domain/inventory/item_type_enum                   0.4
   122  ✅ OK      Core Domain             domain/inventory/movement_entity                  0.5
   123  ✅ OK      Core Domain             domain/inventory/stock_adjustment_entity          0.3
   124  ✅ OK      Core Domain             domain/inventory/stock_card_projection            0.3
   125  ✅ OK      Core Domain             domain/inventory/stock_opname_entity              0.3
   126  ✅ OK      Core Domain             domain/inventory/valuation_method                 0.2
   127  ✅ OK      Core Domain             domain/journal/aggregate_root                    19.8
   128  ✅ OK      Core Domain             domain/journal/domain_events                      0.6
   129  ✅ OK      Core Domain             domain/journal/invariants                         0.6
   130  ✅ OK      Core Domain             domain/journal/journal_entity                     0.5
   131  ✅ OK      Core Domain             domain/journal/journal_entry                      0.5
   132  ✅ OK      Core Domain             domain/journal/journal_line_vo                    0.5
   133  ✅ OK      Core Domain             domain/journal/optimistic_lock                    0.4
   134  ✅ OK      Core Domain             domain/journal/state_machine                      0.4
   135  ✅ OK      Core Domain             domain/legal_entity/aggregate_root                0.5
   136  ✅ OK      Core Domain             domain/legal_entity/company_entity                0.3
   137  ✅ OK      Core Domain             domain/legal_entity/company_tax_profile_vo        0.3
   138  ✅ OK      Core Domain             domain/legal_entity/domain_events                 0.2
   139  ✅ OK      Core Domain             domain/legal_entity/invariants                    0.4
   140  ✅ OK      Core Domain             domain/manufacturing/aggregate_root              36.4
   141  ✅ OK      Core Domain             domain/manufacturing/bill_of_materials_entity     1.2
   142  ✅ OK      Core Domain             domain/manufacturing/cost_card_entity             0.7
   143  ✅ OK      Core Domain             domain/manufacturing/cost_card_projection         0.9
   144  ✅ OK      Core Domain             domain/manufacturing/cost_element_enum            1.1
   145  ✅ OK      Core Domain             domain/manufacturing/domain_events                0.8
   146  ✅ OK      Core Domain             domain/manufacturing/hpp_per_product_calculator     0.4
   147  ✅ OK      Core Domain             domain/manufacturing/invariants                   0.8
   148  ✅ OK      Core Domain             domain/manufacturing/overhead_allocation_engine     0.8
   149  ✅ OK      Core Domain             domain/manufacturing/production_routing_entity     0.8
   150  ✅ OK      Core Domain             domain/manufacturing/standard_cost_entity         0.5
   151  ✅ OK      Core Domain             domain/manufacturing/variance_analysis_engine     0.6
   152  ✅ OK      Core Domain             domain/manufacturing/work_in_process_entity       0.5
   153  ✅ OK      Core Domain             domain/manufacturing/work_order_entity            0.3
   154  ✅ OK      Core Domain             domain/payroll/aggregate_root                    21.4
   155  ✅ OK      Core Domain             domain/payroll/domain_events                      0.7
   156  ✅ OK      Core Domain             domain/payroll/employee_salary_structure_vo       0.7
   157  ✅ OK      Core Domain             domain/payroll/invariants                         0.6
   158  ✅ OK      Core Domain             domain/payroll/payroll_run_entity                 0.6
   159  ✅ OK      Core Domain             domain/payroll/payslip_projection                 0.4
   160  ✅ OK      Core Domain             domain/payroll/salary_component_entity            0.3
   161  ✅ OK      Core Domain             domain/payroll/tax_withholding_engine             0.3
   162  ✅ OK      Core Domain             domain/project_services/aggregate_root           22.6
   163  ✅ OK      Core Domain             domain/project_services/domain_events             0.8
   164  ✅ OK      Core Domain             domain/project_services/invariants                0.9
   165  ✅ OK      Core Domain             domain/project_services/project_billing_schedule     0.5
   166  ✅ OK      Core Domain             domain/project_services/project_cost_tracker      0.7
   167  ✅ OK      Core Domain             domain/project_services/project_entity            0.4
   168  ✅ OK      Core Domain             domain/project_services/project_revenue_recognizer     0.5
   169  ✅ OK      Core Domain             domain/project_services/retainer_contract_entity     0.5
   170  ✅ OK      Core Domain             domain/project_services/time_entry_entity         0.4
   171  ✅ OK      Core Domain             domain/purchase_sales/domain_events              37.6
   172  ✅ OK      Core Domain             domain/purchase_sales/goods_receipt_note_entity     1.2
   173  ✅ OK      Core Domain             domain/purchase_sales/invariants                  0.7
   174  ✅ OK      Core Domain             domain/purchase_sales/purchase_invoice_entity     0.5
   175  ✅ OK      Core Domain             domain/purchase_sales/purchase_order_aggregate     0.5
   176  ✅ OK      Core Domain             domain/purchase_sales/purchase_order_entity       0.5
   177  ✅ OK      Core Domain             domain/purchase_sales/purchase_return_entity      0.5
   178  ✅ OK      Core Domain             domain/purchase_sales/sales_delivery_note_entity     0.7
   179  ✅ OK      Core Domain             domain/purchase_sales/sales_invoice_entity        0.3
   180  ✅ OK      Core Domain             domain/purchase_sales/sales_order_aggregate       0.3
   181  ✅ OK      Core Domain             domain/purchase_sales/sales_order_entity          0.5
   182  ✅ OK      Core Domain             domain/purchase_sales/sales_return_entity         0.4
   183  ✅ OK      Core Domain             domain/reality/asset_existence_validator          2.2
   184  ✅ OK      Core Domain             domain/reality/economic_event_immutable           0.6
   185  ✅ OK      Core Domain             domain/reality/effective_date_vo                  1.9
   186  ✅ OK      Core Domain             domain/reality/financial_entitlement              2.4
   187  ✅ OK      Core Domain             domain/reality/financial_obligation               5.1
   188  ✅ OK      Core Domain             domain/reality/reality_exceptions                 1.3
   189  ✅ OK      Core Domain             domain/reality/reality_to_accounting_mapper       2.6
   190  ✅ OK      Core Domain             domain/reality/reality_validation_service         1.6
   191  ✅ OK      Core Domain             domain/shared_value_objects/accounting_period_vo     0.2
   192  ✅ OK      Core Domain             domain/shared_value_objects/cost_center_vo        0.4
   193  ✅ OK      Core Domain             domain/shared_value_objects/currency_vo           0.3
   194  ✅ OK      Core Domain             domain/shared_value_objects/date_range_vo         0.3
   195  ✅ OK      Core Domain             domain/shared_value_objects/department_vo         0.3
   196  ✅ OK      Core Domain             domain/shared_value_objects/document_number_vo     0.3
   197  ✅ OK      Core Domain             domain/shared_value_objects/exchange_rate_vo      0.2
   198  ✅ OK      Core Domain             domain/shared_value_objects/fiscal_year_vo        0.3
   199  ✅ OK      Core Domain             domain/shared_value_objects/hash_chain_link_vo     0.3
   200  ✅ OK      Core Domain             domain/shared_value_objects/idempotency_key_vo     0.3
   201  ✅ OK      Core Domain             domain/shared_value_objects/money_vo              0.2
   202  ✅ OK      Core Domain             domain/shared_value_objects/npwp_vo               0.2
   203  ✅ OK      Core Domain             domain/shared_value_objects/ntpn_vo               1.9
   204  ✅ OK      Core Domain             domain/shared_value_objects/percentage_vo         0.2
   205  ✅ OK      Core Domain             domain/shared_value_objects/quantity_vo           0.5
   206  ✅ OK      Core Domain             domain/shared_value_objects/signature_vo          0.5
   207  ✅ OK      Core Domain             domain/shared_value_objects/tax_rate_vo           0.2
   208  ✅ OK      Core Domain             domain/shared_value_objects/warehouse_vo          0.3
   209  ✅ OK      Core Domain             domain/subledger_ap/aggregate_root               25.4
   210  ✅ OK      Core Domain             domain/subledger_ap/aging_bucket_vo               0.5
   211  ✅ OK      Core Domain             domain/subledger_ap/credit_note_entity            0.9
   212  ✅ OK      Core Domain             domain/subledger_ap/debit_note_entity             0.5
   213  ✅ OK      Core Domain             domain/subledger_ap/domain_events                 0.6
   214  ✅ OK      Core Domain             domain/subledger_ap/invariants                    0.6
   215  ✅ OK      Core Domain             domain/subledger_ap/invoice_entity                0.6
   216  ✅ OK      Core Domain             domain/subledger_ap/payment_entity                0.6
   217  ✅ OK      Core Domain             domain/subledger_ap/three_way_match_engine        0.3
   218  ✅ OK      Core Domain             domain/subledger_ap/vendor_card                   0.5
   219  ✅ OK      Core Domain             domain/subledger_ar/aggregate_root               21.6
   220  ✅ OK      Core Domain             domain/subledger_ar/aging_bucket_vo               0.7
   221  ✅ OK      Core Domain             domain/subledger_ar/bad_debt_provision_engine     2.7
   222  ✅ OK      Core Domain             domain/subledger_ar/credit_note_entity            0.8
   223  ✅ OK      Core Domain             domain/subledger_ar/customer_card                 0.5
   224  ✅ OK      Core Domain             domain/subledger_ar/debit_note_entity             0.5
   225  ✅ OK      Core Domain             domain/subledger_ar/domain_events                 0.7
   226  ✅ OK      Core Domain             domain/subledger_ar/invariants                    1.5
   227  ✅ OK      Core Domain             domain/subledger_ar/invoice_entity                0.6
   228  ✅ OK      Core Domain             domain/subledger_ar/payment_entity                0.5
   229  ✅ OK      Core Domain             domain/system_settings/aggregate_root             7.1
   230  ✅ OK      Core Domain             domain/system_settings/domain_events              4.4
   231  ✅ OK      Core Domain             domain/system_settings/invariants                 1.5
   232  ✅ OK      Core Domain             domain/system_settings/setting_definition_entity     0.5
   233  ✅ OK      Core Domain             domain/system_settings/setting_value_vo           0.8
   234  ✅ OK      Core Domain             domain/tax_transaction/aggregate_root            16.6
   235  ✅ OK      Core Domain             domain/tax_transaction/domain_events              0.9
   236  ✅ OK      Core Domain             domain/tax_transaction/faktur_line_entity         2.7
   237  ✅ OK      Core Domain             domain/tax_transaction/invariants                 0.6
   238  ✅ OK      Core Domain             domain/tax_transaction/repositories               0.6
   239  ✅ OK      Core Domain             domain/tax_transaction/value_objects              0.6
   240  ✅ OK      Core Domain             domain/umkm_simplified/domain_events              6.4
   241  ✅ OK      Core Domain             domain/umkm_simplified/invariants                 2.1
   242  ✅ OK      Core Domain             domain/umkm_simplified/simplified_journal_entity     0.4
   243  ✅ OK      Core Domain             domain/umkm_simplified/tax_compliance_helper      2.0
   244  ✅ OK      Core Domain             domain/umkm_simplified/transaction_aggregate      2.7
   245  ✅ OK      Core Domain             domain/umkm_simplified/value_objects              2.3
   246  ✅ OK      Port Interface          ports/primary/account_repository_port            76.4
   247  ✅ OK      Port Interface          ports/primary/aml_repository_port                 3.1
   248  ✅ OK      Port Interface          ports/primary/ap_repository_port                  0.6
   249  ✅ OK      Port Interface          ports/primary/approval_repository_port            2.1
   250  ✅ OK      Port Interface          ports/primary/ar_repository_port                  0.5
   251  ✅ OK      Port Interface          ports/primary/audit_repository_port               1.7
   252  ✅ OK      Port Interface          ports/primary/bank_cash_repository_port           0.4
   253  ✅ OK      Port Interface          ports/primary/bank_statement_import_port          0.3
   254  ✅ OK      Port Interface          ports/primary/bill_of_materials_repository_port     0.9
   255  ✅ OK      Port Interface          ports/primary/budget_repository_port              1.1
   256  ✅ OK      Port Interface          ports/primary/cache_port                          0.8
   257  ✅ OK      Port Interface          ports/primary/consolidation_group_report          1.7
   258  ✅ OK      Port Interface          ports/primary/consolidation_repository_port       1.1
   259  ✅ OK      Port Interface          ports/primary/core_tax_port                       0.4
   260  ✅ OK      Port Interface          ports/primary/customer_repository_port            1.5
   261  ✅ OK      Port Interface          ports/primary/customer_supplier_repository_port     0.6
   262  ✅ OK      Port Interface          ports/primary/employee_repository_port            0.3
   263  ✅ OK      Port Interface          ports/primary/encryption_key_vault_port           0.3
   264  ✅ OK      Port Interface          ports/primary/event_publisher_port                0.6
   265  ✅ OK      Port Interface          ports/primary/file_storage_port                   0.2
   266  ✅ OK      Port Interface          ports/primary/fiscal_period_repository_port       1.1
   267  ✅ OK      Port Interface          ports/primary/fixed_asset_repository_port         0.3
   268  ✅ OK      Port Interface          ports/primary/forex_repository_port               1.2
   269  ✅ OK      Port Interface          ports/primary/goods_receipt_repository_port       1.1
   270  ✅ OK      Port Interface          ports/primary/goodwill_repository_port            0.7
   271  ✅ OK      Port Interface          ports/primary/hash_chain_service_port             0.2
   272  ✅ OK      Port Interface          ports/primary/hedge_repository_port               0.7
   273  ✅ OK      Port Interface          ports/primary/iam_repository_port                 0.9
   274  ✅ OK      Port Interface          ports/primary/iam_user_repository_port            0.2
   275  ✅ OK      Port Interface          ports/primary/intangible_asset_repository_port     0.7
   276  ✅ OK      Port Interface          ports/primary/inventory_repository_port           0.7
   277  ✅ OK      Port Interface          ports/primary/journal_repository_port             0.2
   278  ✅ OK      Port Interface          ports/primary/ledger_repository_port              0.2
   279  ✅ OK      Port Interface          ports/primary/legal_entity_repository_port        0.3
   280  ✅ OK      Port Interface          ports/primary/manufacturing_repository_port       0.9
   281  ✅ OK      Port Interface          ports/primary/notification_port                   0.2
   282  ✅ OK      Port Interface          ports/primary/outbox_repository_port              0.7
   283  ✅ OK      Port Interface          ports/primary/payroll_repository_port             0.7
   284  ✅ OK      Port Interface          ports/primary/project_repository_port             0.9
   285  ✅ OK      Port Interface          ports/primary/purchase_order_repository_port      0.7
   286  ✅ OK      Port Interface          ports/primary/report_repository_port              4.3
   287  ✅ OK      Port Interface          ports/primary/saga_state_store_port               1.1
   288  ✅ OK      Port Interface          ports/primary/sales_order_repository_port         0.7
   289  ✅ OK      Port Interface          ports/primary/sales_repository_port               0.7
   290  ✅ OK      Port Interface          ports/primary/supplier_repository_port            1.9
   291  ✅ OK      Port Interface          ports/primary/system_setting_repository_port      0.3
   292  ✅ OK      Port Interface          ports/primary/tax_authority_coretax_port          0.2
   293  ✅ OK      Port Interface          ports/primary/tax_repository_port                 0.9
   294  ✅ OK      Port Interface          ports/primary/tax_transaction_repository_port     0.2
   295  ✅ OK      Port Interface          ports/primary/timestamp_notary_port               0.3
   296  ✅ OK      Port Interface          ports/primary/umkm_repository_port                1.2
   297  ✅ OK      Port Interface          ports/primary/unit_of_work_port                   0.2
   298  ✅ OK      Port Interface          ports/primary/work_order_repository_port          0.9
   299  ✅ OK      Port Interface          ports/secondary/analytics_export_port             8.8
   300  ✅ OK      Port Interface          ports/secondary/cqrs_query_handler_port           0.2
   301  ✅ OK      Port Interface          ports/secondary/read_model_projection_port        0.2
   302  ✅ OK      Port Interface          ports/secondary/snapshot_store_port               0.3
   303  ✅ OK      Core Domain             axioms/accrual_basis                             78.5
   304  ✅ OK      Core Domain             axioms/axiom_violation                            0.7
   305  ✅ OK      Core Domain             axioms/causality_chain                            0.5
   306  ✅ OK      Core Domain             axioms/conservation_of_value                      0.5
   307  ✅ OK      Core Domain             axioms/double_entry                               0.5
   308  ✅ OK      Core Domain             axioms/entity_isolation                           0.5
   309  ✅ OK      Core Domain             axioms/going_concern                              0.5
   310  ✅ OK      Core Domain             axioms/immutability                               0.7
   311  ✅ OK      Core Domain             axioms/materiality                                0.5
   312  ✅ OK      Core Domain             axioms/monetary_unit                              0.7
   313  ✅ OK      Core Domain             axioms/period_bound                               0.6
   314  ✅ OK      Core Domain             axioms/substance_over_form                        0.4
   315  ✅ OK      Core Domain             axioms/time_irreversibility                       0.7
   316  ✅ OK      Core Domain             constitution/constitution_exceptions              0.6
   317  ✅ OK      Core Domain             constitution/constitutional_invariants            0.4
   318  ✅ OK      Core Domain             constitution/enforcement_engine                   0.3
   319  ✅ OK      Core Domain             constitution/forbidden_states                     0.3
   320  ✅ OK      Core Domain             constitution/sovereignty_declaration              0.2
   321  ✅ OK      Core Domain             constitution/supreme_law                          0.2
   322  ✅ OK      Core Domain             constitution/version_lock                         0.3
   323  ✅ OK      Core Domain             kernel/audit_hook_injector                        4.3
   324  ✅ OK      Core Domain             kernel/circuit_breaker                            1.6
   325  ✅ OK      Core Domain             kernel/command_dispatcher                         3.3
   326  ✅ OK      Core Domain             kernel/command_envelope                           0.3
   327  ✅ OK      Core Domain             kernel/command_handler_registry                   0.4
   328  ✅ OK      Core Domain             kernel/context_holder                             1.9
   329  ✅ OK      Core Domain             kernel/dependency_injector                       12.9
   330  ✅ OK      Core Domain             kernel/distributed_lock_redis                     0.5
   331  ✅ OK      Core Domain             kernel/guards/async_guards/anti_money_laundering     7.6
   332  ✅ OK      Core Domain             kernel/guards/async_guards/fraud_pattern_detector     0.5
   333  ✅ OK      Core Domain             kernel/guards/authority_matrix                    4.7
   334  ✅ OK      Core Domain             kernel/guards/balance_checker                     3.2
   335  ✅ OK      Core Domain             kernel/guards/budget_availability                 3.5
   336  ✅ OK      Core Domain             kernel/guards/coretax_format_validator            2.8
   337  ✅ OK      Core Domain             kernel/guards/credit_limit_enforcer               2.6
   338  ✅ OK      Core Domain             kernel/guards/currency_validator                  2.1
   339  ✅ OK      Core Domain             kernel/guards/emergency_freeze                    2.5
   340  ✅ OK      Core Domain             kernel/guards/evidence_attacher                   3.7
   341  ✅ OK      Core Domain             kernel/guards/guard_exceptions                    0.6
   342  ✅ OK      Core Domain             kernel/guards/legal_entity_boundary               2.0
   343  ✅ OK      Core Domain             kernel/guards/period_lock                         3.3
   344  ✅ OK      Core Domain             kernel/guards/regulatory_compliance               2.2
   345  ✅ OK      Core Domain             kernel/guards/sod_enforcer                        3.2
   346  ✅ OK      Core Domain             kernel/guards/temporal_consistency                2.9
   347  ✅ OK      Core Domain             kernel/health_indicator                           0.5
   348  ✅ OK      Core Domain             kernel/immutable_laws                             2.9
   349  ✅ OK      Core Domain             kernel/immutable_laws/asset_existence_enforcer     4.3
   350  ✅ OK      Core Domain             kernel/immutable_laws/audit_trail_completeness_enforcer     3.4
   351  ✅ OK      Core Domain             kernel/immutable_laws/dual_approval_enforcer      2.4
   352  ✅ OK      Core Domain             kernel/immutable_laws/evidence_mandate_enforcer     2.8
   353  ✅ OK      Core Domain             kernel/immutable_laws/fair_value_measurement_enforcer     2.7
   354  ✅ OK      Core Domain             kernel/immutable_laws/gl_supremacy_enforcer       2.9
   355  ✅ OK      Core Domain             kernel/immutable_laws/immutability_enforcer       2.5
   356  ✅ OK      Core Domain             kernel/immutable_laws/law_violation_exceptions     0.5
   357  ✅ OK      Core Domain             kernel/immutable_laws/no_retroactive_policy_enforcer     3.9
